id_entrada,id_fonte,data_entrada,texto_entrada,emocao_rotulada,comprimento_texto
1215,2,2026-05-31,I rode my bike to work today. It is a good day every time you ride to work.,Excited,75
1216,2,2026-05-31,"I enjoyed baking scones yesterday. The recipe was a new one -- a copycat of a scone I can't get at a particular store any more -- and it turned out really well (and was simple to make, too). It's terrific!",Calm,205
1217,2,2026-05-31,"I made a big dinner for myself last night, and it really hit the spot. I really enjoyed and savored my meal. I think I needed a good helping of comfort food last night, because my day was busy and I needed to replenish nutrients.",Happy,229
1218,2,2026-05-31,"I made a steak, something I dont have often, but felt like celebrating and it was delicious. I got a porterhouse and cooked it medium well on my stove top grill. I paired it with my favorite wine and had a baked potato and Brussels sprouts   as my sides",Satisfied,253
1219,2,2026-05-31,I was already in happiness thinking of my work which made my sleep very peaceful after my partner convinced me with the gift for my success at workplace.,Calm,153
1220,2,2026-05-31,"Since I do enjoy my sleep, I was glad I felt refreshed after sleeping all night. I consistently use my CPAP machine, which helps immensely. To think I almost didn't take the machine seriously. I'm glad I did because It makes a huge difference in my sleep.",Satisfied,255
1221,2,2026-05-31,I finally got to try a new BBQ restaurant that I have been wanting to go to for a while it was very good better than expected.,Happy,126
1222,2,2026-05-31,I pray ever night for my friends and family. This gives me great satisfaction and comfort that God will look after these people.,Calm,128
1223,2,2026-05-31,"I usually enjoy watching YouTube, but I've been so focused on work lately that I couldn't. Yesterday, I would just sit there with a video playing not paying attention. There was just too much to think about. I was frustrated that I couldn't even enjoy my little time of freedom.",Anxious,278
1224,2,2026-05-31,God was a salient thing because without his blessings I am no one. I felt yesterday he was watching over me greatly and the results of my day was wonderful because of him.,Proud,171
1225,2,2026-05-31,I received a text from a friend asking for any prayer requests.  It was a surprise but a good one. I felt valued to know that this was something  she would ask for.,Happy,164
1226,2,2026-05-31,I received a response from a possible new job.  They told me to go ahead and fill out an application because they said I was someone they were looking for to join them.  I am hopeful that this will turn into a good thing!,Anxious,221
1227,2,2026-05-31,I was worried that I haven't been exercising at the gym. I went for a walk but would have liked even more moderate activity for my health.,Anxious,138
1228,2,2026-05-31,I was happy about how my spiritual life with God has been going.  I have been praying more and resting in God and feeling calm and peaceful.  I was satisfied in growing closer in my walk with God.,Calm,196
1229,2,2026-05-31,I did a lot of running and jogging.,Proud,35
1230,2,2026-05-31,I really needed to catch up on sleep so I took a nap in the middle of the day and that felt great.,Calm,98
1231,2,2026-05-31,"I felt that God was there for me, and closer than ever before.",Satisfied,62
1232,2,2026-05-31,"After a long tiring day, I decided to treat myself and ordered a pizza for dinner.  It was delicious and I ate a bit too much.",Excited,126
1233,2,2026-05-31,Eating my favorite food is always a satisfying an happy times for me. It brings back good and meaningful nostalgic feelings of a time when I was younger.,Happy,153
1234,2,2026-05-31,I hate going to class right now. All I have is a computer class where I'm rotely going through task after task without a productive end.,Bored,136
1235,2,2026-05-31,We went grocery shopping and I got some really good food we needed and no junk this time. That makes me feel good about it most. I am going to be healthy and loose weight now.,Calm,175
1236,2,2026-05-31,"I did extra Turking yesterday in addition to my regular work, and I got a wonderful surprise. I did a couple of odd typing type hits and when I checked e mail later I saw I earned 2 bonuses, 1 was 5.50 and the next was for 8.25. This was a great ""work"" type surprise.",Excited,267
1237,2,2026-05-31,"I got a good night of sleep yesterday, which I needed because I stayed up way too late the night before.",Calm,104
1238,2,2026-05-31,Dinner was cream of potato soup and fresh bread.  The house smelled of the bread rising in the bread machine and potato soup is so easy to make yet I don't often.  It brought back memories of my Dad since he used to make it often when I was growing up.,Calm,252
1239,2,2026-05-31,I was able to spend time with friends praying and fellowshiping last night. It was fun to hangout and encourage one another,Happy,123
1240,2,2026-05-31,"Made gyros for dinner, forgot feta but was able to pick some up. It was great.",Excited,78
1241,2,2026-05-31,I was very excited to eat my leftovers for lunch. looked forward to it from the morning,Excited,87
1242,2,2026-05-31,Work is work. There are ups and downs but yesterday was good. I got a lot of things done and I had a good time occasionally having a chat with my boss about non-work stuff. It was a good day at work.,Calm,199
1243,2,2026-05-31,I had a good night sleep after all the hard work and great food I had during the day.,Satisfied,85
1244,2,2026-05-31,"I am so thankful to be able to still work at the age of 67 and have food on my table.  There are so many homeless people who would love to be able to have that.  Some may not want to work for it and just receive a handout, which I feel each individual who is capable should work for what they have.",Satisfied,298
1245,2,2026-05-31,all day i try to make a quote of exercise i think its the best form to get very healthy,Calm,87
1246,2,2026-05-31,I had a terrible headache.,Frustrated,26
1247,2,2026-05-31,I went to Olive Garden with the wife for lunch. The Pasta Fagoli was good as usual.,Happy,83
1248,2,2026-05-31,I took the time to make a home cooked meal last night and it was so good. I made acorn squash with apples and sausage. Getting to enjoy this meal made me very satisfied because it was so tasty and very happy that it turned out so good. This meal also makes me nostalgic for other times when I have made this delicious meal.,Happy,323
1249,2,2026-05-31,I had a great workout today. Everything flowed and I felt strong. I warmed up by playing some basketball then ran a couple of miles and then did sprints. I felt alive and working out really cleared my mind today.,Calm,212
1250,2,2026-05-31,My mother is older and having some health problems. I spoke to her on the phone and learned that she refused to take some medicine the doctor gave her. I am frustrated because I feel like she does not want to get better.,Anxious,220
1251,2,2026-05-31,The sleep was good,Calm,18
1252,2,2026-05-31,"I felt good and awake yesterday while doing my daily activities. It was a very salient day and my health was in tip top shape, as far as how I felt.",Happy,148
1253,2,2026-05-31,The food I had was delicious. My girlfriend prepared a very nice meal. It had me ready to take on the rest of the night.,Satisfied,120
1254,2,2026-05-31,I'm so far behind in my school work and I wasn't happy with my last grade. I think the professor is an idiot who has no idea what he's doing. It feels like he's just going through the motions and that makes me anxious because I want a good grade.,Anxious,246
1255,2,2026-05-31,I was able to accomplish a big quota at work and that made me feel both satisfied and proud of myself to know that I actually accomplished what I have being working so hard for.,Proud,177
1256,2,2026-05-31,i slept so good and hard like a baby it was relaxing and i needed to get some rest so i felt so much better the next day,Calm,120
1257,2,2026-05-31,"I love going to bed at night and getting much needed rest, i am always looking forward to the next day and what lies ahead.",Satisfied,123
1258,2,2026-05-31,"Thr aforementioned ""alone time""w ith my wife last night.  We made love, and as always, it was a pleasurable experience.",Excited,119
1259,2,2026-05-31,"Exercising after a busy days felt really good.  It energized me and made me somewhat proud to see that I was meeting my goal for exercising.  I felt very relaxed afterwards and was able to enjoy the rest of the evening, feeling better physically and mentally as a result.  It helped to clear my mind.",Happy,300
1260,2,2026-05-31,we had pizza again so tired of pizza gross,Disgusted,42
1261,2,2026-05-31,My dog was really well behaved. She is my family and i love her so much.,Proud,72
1262,2,2026-05-31,I'm getting old. I take naps in the afternoon. Even if I only sleep for 20 minutes it's usually good for me. That's about what it was yesterday. Just that little bit of sleep got me going for the rest of the day.,Calm,212
1263,2,2026-05-31,I was able to finish all of my work quickly with no errors. After i had some time to myself to be able to do what i wanted.,Happy,123
1264,2,2026-05-31,I really appreciated the food I ate yesterday.  Lunch was my favorite part of the meal.  I considered how I eat much more healthier now.  I ate a veggie wrap which was absolutely delicious.  I had feelings of being calm since I always feel serene when I eat a good and healthy meal.,Calm,282
1265,2,2026-05-31,I took a nap and have a very good rest.,Satisfied,39
1266,2,2026-05-31,I made a really nice dinner of fresh baked potatoes with vegetarian Mexican seasoned beans and avocado. It was a really healthy meal and my vegan son enjoyed it. I was proud that I was able to come up with it off the cuff and that it turned out so well.,Excited,253
1267,2,2026-05-31,We had left over spaghetti and meat balls for dinner with garlic toast. It was very good and it made me feel calm and happy.,Calm,124
1268,2,2026-05-31,I don't usually get enough sleep so it's always good when I can get to bed a little early and try to catch up.,Satisfied,110
1269,2,2026-05-31,"I didn't sleep well, it felt as though I was stressed out all night. I kept waking up and feeling like I needed to get up and do something. I couldn't think of anything to do, so I kept trying to go back to sleep.",Anxious,213
1270,2,2026-05-31,"I managed to finish my work relatively early for the day. I'm glad because this opened up free time for me to do some after work self study with web development. My day was tiring, but I felt rewarded from what I was able to accomplish. I felt like I put in a fulfilling workday that was packed with work to keep me feeling busy without feeling overwhelmed.",Bored,357
1271,2,2026-05-31,"I cooked a fairly involved dinner last night. I usually don't really cook at all, but I devoted a little more time to food preparation and cooking last night for dinner than usual. It didn't take a ton of time and wasn't too involved, but I was definitely happy with the final product. I was proud of myself for cooking a dish and having it turn out tasty. It looked and tasted good. Plus it didn't take a ton of time. I was happy with the results.",Happy,448
1272,2,2026-05-31,I made breakfast and lunch for my family yesterday and we had leftovers at dinner.,Happy,82
1273,2,2026-05-31,"I was so tired when we got home last night that I was in bed and asleep by 8:30 pm.  Falling asleep when I'm so tired is sometimes a little difficult, but last night I just drifted easily off.  What a nice way to end the day and prepare for the next.  I'm so happy that I don't have sleeping problems.",Calm,301
1274,2,2026-05-31,Recently food a great chili recipe. It uses cooked pot roast and a can of beer. It is really comfort food.,Happy,106
1275,2,2026-05-31,I had a couple of good meals yesterday that helped me feel a bit better from being sick lately,Satisfied,94
1276,2,2026-05-31,by excercising my heart it was such a great meeting of my body and mind. I felt extremely calm afterword.,Calm,105
1277,2,2026-05-31,My friend's mother passed. I learned about it and said special prayers and planned on the bouquet I would order today.,Sad,118
1278,2,2026-05-31,"My husband came home from work with a cold. He sounds awful, and he didn't take anything for it. I am anxious that I am going to get sick also.I don't want his cold.",Anxious,165
1279,2,2026-05-31,Work was typical.  I was frustrated by the stupid paperwork and other crap that I have to do instead of just being allowed to do my job.,Anxious,136
1280,2,2026-05-31,It was nice to play a video game before work yesterday. I don't always get a lot of time to play but this new game I have is pretty fun even in small amounts. It's nice to still be able to do it once and a while.,Happy,212
1281,2,2026-05-31,I slept well yesterday,Happy,22
1282,2,2026-05-31,"I love being a tutor, even if it's only part-time. It warms my soul knowing that the help that I give them is instrumental in their passing an important class that is required for graduation.",Excited,191
1283,2,2026-05-31,I watched a movie with my parents. It was an excellent time. I loved it. I felt satisfied and we all had a good time watching the new Godzilla movie.,Calm,149
1284,2,2026-05-31,i feel very safe and happy when surrounded by my family,Happy,55
1285,2,2026-05-31,I had two bowls of Cheerios for breakfast (in milk). It's good to start the day with some breakfast cereal. It lasts me until lunch and tastes good.,Satisfied,148
1286,2,2026-05-31,I spent time with God. It was very relaxing.,Calm,44
1287,2,2026-05-31,"I had a really good night of rest, it is important to just sleep for 7-8 hours and to do so without interruption. I achieved that.",Calm,130
1288,2,2026-05-31,I enjoyed doing arts and crafts much of the day,Calm,47
1289,2,2026-05-31,I want to be closesr with my family and I worry about them.,Sad,59
1290,2,2026-05-31,"I went for a 5 mile run yesterday afternoon and it helped me burn off some nervous energy I had accumulated throughout the day, as well as some of the calories I had eaten earlier in the day. I felt happy and satisfied at the end of it.",Calm,236
1291,2,2026-05-31,God showed himself several times throughout the day in my interactions with people and things. I was so inspired by how God shows how he loves us if we just pay attention.,Excited,171
1292,2,2026-05-31,"While we had dinner, my girlfriend tried to cook chicken fajitas. It was a little unexpected and surprising",Surprised,107
1293,2,2026-05-31,My brother baked a cake which tasted good.,Happy,42
1294,2,2026-05-31,I had a great hamburguer at a new place I went  to have lunch.,Excited,62
1295,2,2026-05-31,I spent quite a bit of time talking to my significant other about our day. We ate dinner together then relaxed with a cup of hot cocoa as the snow fell outside,Calm,159
1296,2,2026-05-31,I finally got enough sleep for a change.,Satisfied,40
1297,2,2026-05-31,"I was able to get a short nap in, at the middle of the day.  It felt good because I couldn’t sleep well the night before.  I don’t usually nap but today I really needed it and it helped a lot.",Satisfied,192
1298,2,2026-05-31,we are starting a new hobby,Excited,27
1299,2,2026-05-31,I lovve to exercise. It makes me feel good emotionally. It also makes me feel like I am doing something for myself. It is my small daily gift to myself.,Calm,152
1300,2,2026-05-31,Love for life was extremely salient yesterday because I realize how grateful I am to live where I live and be able to have the kind of job taht I now have after retiring from teaching.,Calm,184
1301,2,2026-05-31,I love my friends.We always share our feelings.We are spend time for our enjoyment.,Happy,83
1302,2,2026-05-31,spending time with my husband and kids makes me happy. I was glad to spend quality time with family,Calm,99
1303,2,2026-05-31,Remindes my of all the food cooked for me by my husband!,Nostalgic,56
1304,2,2026-05-31,I don't get enough sleep lately. It affects me throughout the day as I don't function as efficiently as I would like to. I also am not in good mood's most mornings and I definitely attribute it to lack of sleep. My quality of sleep is also terrible.,Frustrated,249
1305,2,2026-05-31,food is soo good best part of my day,Happy,36
1306,2,2026-05-31,I had a wonderful dinner evening meal with my family at home that was delicious but more importantly I got to share it with my entire family around the kitchen.,Calm,160
1307,2,2026-05-31,i slept 8 hours,Happy,15
1308,2,2026-05-31,Got to spend a nice evening with my husband.  It made up for not having a good day at work.  I was calm and had a pleasant evening.,Calm,131
1309,2,2026-05-31,"It was a slow day, one of the few slow days we've had at work. This means that I was able to get some of my personal stuff done that I have been putting off. So i felt rather accomplished.",Happy,188
1310,2,2026-05-31,"I was finally able to get a full night's sleep the night before, so I was well rested throughout the day. I actually went to sleep at a respectable time without any trouble too last night.",Satisfied,188
1311,2,2026-05-31,I checked an online order I made and it said that I would be receiving it today. The shipping was quick and I'm happy that I'll get to use what I purchased. I hope the product is good as it's one I haven't used before.,Excited,218
1312,2,2026-05-31,"I forgot to bring my lunch to work yesterday, so my lunch consisted of pop tarts that I brought as a possible snack. It was pretty pathetic and I was super hungry all afternoon.",Ashamed,177
1313,2,2026-05-31,a good night sleep is so important,Satisfied,34
1314,2,2026-05-31,"I made money and a large performance bonus, which is much needed and appreciated. Because of how large it was, I'll be able to buy all the presents for xmas that I want to buy and make a great Christmas for my family.",Calm,217
1315,2,2026-05-31,My mom sent me and my brothers a goofy joke about Lady Gaga's name.  It's nice to have someone who has a similar goofy sense of humor so we can text each other jokes all day.  We're lucky that we're a family that can laugh at almost anything.,Happy,242
1316,2,2026-05-31,I am almost done with a certification program to teach English as a second language. I'm happy about that and will be happy to finish.,Happy,134
1317,2,2026-05-31,I was contemplating God and realized that I was excited to meet God someday and escape this inferior world. I was thinking about how that would be greater than just about anything else.,Calm,185
1318,2,2026-05-31,I enjoyed watching a new movie with my son. We both really enjoyed it and sat for a long time afterwards talking about what we thought. It was nice to spend some one on one time with my son.,Happy,190
1319,2,2026-05-31,"Yesterday was the anniversary of the death of my great aunt, so I did some nice things for my grandma and picked her up a bottle of wine. I felt happy to spend time with her, but sad that she was upset and hurting.",Happy,214
1320,2,2026-05-31,"I spent quite a while chatting with my boyfriend over the phone last night. We live very far apart, and had just spent a 4 day weekend together but now are separated again so I was really missing him. We texted for well over an hour and it was really nice to catch up after being a part for a few days now. I miss him terribly.",Excited,327
1321,2,2026-05-31,"I slept really good last night, but I didn't get enough sleep the two nights before that. I feel pretty good today, so the sleep was restorative.",Satisfied,145
1322,2,2026-05-31,"I have been trying to get more exercise lately and yesterday I took two very long walks, which I am feeling good about.  I need to keep that up because it will help with my weight loss and it will also make me feel better in general.",Happy,233
1323,2,2026-05-31,It's good to have a few friends to chat with about your day. I have a few people that I am close to and we try to encourage each other with our daily struggles.,Satisfied,160
1324,2,2026-05-31,We went out to a local restaurant and had a nice dinner. They had a chicken special that was great and I had a nice glass of wine. My family and I had a great time chatting and laughing. It felt really good to relax.,Happy,216
1325,2,2026-05-31,I work out in the afternoon on most days so it's perhaps not the most salient thing ever but yesterday was otherwise mostly filled with work during the day and scheduled in the evening like I explained in both situations above. What was notable about exercising yesterday was hitting a new personal record on my bench press at 225lbs.,Excited,334
1326,2,2026-05-31,I am proud of my children and wife for all they try to do to help me. This one of the few things that gives me happiness.,Proud,121
1327,2,2026-05-31,I had trouble sleeping last night,Angry,33
1328,2,2026-05-31,I cooked dinner for myself and my wife. We both had a long day and I hadn't eaten very much. I was happy to get some food and it turned out to be very tasty. It was a good way to end a long day.,Calm,194
1329,2,2026-05-31,"I enjoyed eating a bacon cheeseburger from my favorite restaurant, Cheddars. I used to eat bacon cheeseburgers all the time when I was younger. The food made me feel happy and nostalgic.",Happy,186
1330,2,2026-05-31,I made myself dinner before going to work. I was in a rush so I made a sandwich on a bagel and ate it. I also ate a Girl Scout cookie as dessert. It was fairly normal.,Calm,167
1331,2,2026-05-31,"I ate waaaaay too much for breakfast and lunch (and dinner), so I always feel full but have had really good food. I'm always eating but I shouldn't be ever.",Ashamed,156
1332,2,2026-05-31,"I had a shift at my local Buddhist community Center in the evening. I wasn't sure if my friend would be there, since he took his girlfriend to Mexico for her operation. But he was there with her and we got to talk about her operation, which went well. He told me he saved thousands of dollars by taking her to Mexico for it, rather than having it here. I was happy to see she came through it ok and that they were back home.",Excited,424
1333,2,2026-05-31,I ate quite ab it of good food. Girlfriend made buffalo chicken dip we ate with romaine lettuce. It was delicious. Reasonably salient because it's healthy and we're both losing weight pretty quickly.,Happy,199
1334,2,2026-05-31,I got to do a watercolor painting as well as make some music. I was very creative.,Calm,82
1335,2,2026-05-31,I enjoyed time with my husband last night. We were able to talk and catch up with each other as we snuggled.,Satisfied,108
1336,2,2026-05-31,I started a new workout routine this week and it felt great yesterday.  I can actually feel a difference it makes me feel more energetic. I am certain to continue with this routine.,Proud,181
1337,2,2026-05-31,Every day I spend about 5 to 10 minutes doing pushups burpies and planks and it makes me feel very fit,Excited,102
1338,2,2026-05-31,I saw my friend Nick yesterday. We played video games together. It was fun. I was happy.,Happy,88
1339,2,2026-05-31,I enjoy sleeping so much. It is so peaceful and relaxing.,Calm,57
1340,2,2026-05-31,I was really happy about going to the gym to exercise. I wanted to take some time for me and take care of myself.,Excited,113
1341,2,2026-05-31,"Earlier in the day I took my son for a well visit at his pediatrician and it went very well. He cooperated with the doctor and the nurse, and even said he had a fun time afterwards.",Proud,181
1342,2,2026-05-31,I spent more time with my kid. I normally am frustrated and stessed in the morning but today I put that aside so that way I can spend more time together and bond.,Excited,162
1343,2,2026-05-31,"I had taken and participated in a new excercise class, that primarily would target the whole body in addition to cardiovascular excercise. It was a difficult experience, but I managed to perform all the excercises to a great ability, without feeling overtly exhausted or sore. Afterwards, I felt empowered and happy for participating in class, feeling motivated to pursue similar experiences in the future.",Happy,406
1344,2,2026-05-31,I was able to easily maintain my goal of 2 hours and 20 minutes of straight cardio for the first time.  I'm eager to expand my cardio to doing it 6 times a week.,Proud,161
1345,2,2026-05-31,"I played video games that night trying to relax, in the end it made me bored, I should have picked a different one.",Bored,115
1346,2,2026-05-31,It is important to get a goods night sleep,Calm,42
1347,2,2026-05-31,Since the work day was such a success we order Mexican from our favorite Mexican restaurant. And a donut for desert. It was pleasing and a great reward.,Excited,152
1348,2,2026-05-31,I helped my daughter with her Spanish and English homework.  I have started working with her again.  I was happy to do this and proud as she is really trying!!,Happy,159
1349,2,2026-05-31,"I didn't lose my appetite. But I can only eat soft foods, especially the first day. So I was hungry and jealous of everyone around me eating normally.",Afraid,150
1350,2,2026-05-31,I cleaned my house pretty well and it felt great.,Happy,49
1351,2,2026-05-31,I had to finish a tough project at work. I was afraid I wouldn't get int done on time.,Anxious,86
1352,2,2026-05-31,I had been having trouble sleeping for over a week.,Frustrated,51
1353,2,2026-05-31,I bought a bunch of snack foods since I had to work late and miss dinner. I decided to buy some snack foods I hadn't eaten in a long time but have been favorites since childhood such as pretzels and peanut butter crackers.,Happy,222
1354,2,2026-05-31,I had a very productive day at work. Got recognized by my boss after finishing long long progect,Excited,96
1355,2,2026-05-31,i like doing exercise to release stress,Satisfied,39
1356,2,2026-05-31,"Once the day was over, I got to relax and watch some YouTube videos before going to bed.  Before that, I got to eat my favorite salsa with chips, which just put me in a happy mood to watch a great short documentary.  I'm looking forward to having good dreams inspired by the documentary now.",Calm,291
1357,2,2026-05-31,I got a bonus payment for december and i am very happy for that.,Happy,64
1358,2,2026-05-31,I went to bed early yesterday. It was a great night's sleep. I got nearly 6 hours and had nearly 2 hours of deep sleep. Had a nice heart rate of 48 bpm.,Happy,152
1359,2,2026-05-31,The chicken wings I made yesterday were just awesome,Excited,52
1360,2,2026-05-31,My back has been bothering me.  It has prevented me from getting a good night's sleep.,Anxious,86
1361,2,2026-05-31,Made a massive pot of spaghetti and fed the family last night. It was so good having them eat with us.,Happy,102
1362,2,2026-05-31,"I usually have a hard time sleeping well at night but not yesterday. I had an enjoyable day with family, I worked hard at my job, and overall had a very good day. Therefore, when it was time for bed, I was ready for it. I was even able to go to bed a little early. I slept through the night and felt very refreshed when I woke up.",Calm,330
1363,2,2026-05-31,"I know that I should not be feeling sad about how things are going in my love life.  Things are actually really good.  I just felt like he does not miss me the way that I miss him and that he really does not care about me the way that I care about him.  I know that these things aren't true, but our conversation left me feeling frustrated and sad.",Frustrated,348
1364,2,2026-05-31,I started knitting a hat yesterday. I made good progress on the ribbed part of the hat and I used my new needles. They're really nice.,Excited,134
1365,2,2026-05-31,"I had a good night rest yesterday which is a bit awkward, but it was enjoyable.",Calm,79
1366,2,2026-05-31,They don't make a lot of sense.,Confused,31
1367,2,2026-05-31,i am very healthy,Excited,17
1368,2,2026-05-31,I hit new goals with my cardio.,Excited,31
1369,2,2026-05-31,My son is doing great in his first year in college and he called me to say that he got a 95 on a test he was worried about and stressed over. I am very proud of him and the hard work he is putting in. He's really focused on getting good grades and not screwing up his college experience which is a concern of mine but so far so good.,Calm,333
1370,2,2026-05-31,"I went for a nice job this morning, it got the blood flowing and made me feel alert.",Excited,84
1371,2,2026-05-31,"I finally got up and worked out yesterday after a couple of weeks of not being able to get back into it. It made me feel powerful and in control, and helped me get back on track with my workout routine.",Satisfied,202
1372,2,2026-05-31,"I did a little cooking and planning for myself yesterday, and it involved re-thinking about my shopping plans for the week - I need more protein and some more variety for my daytime meals ad snacking.  Time to lower the sugar in my diet, and think about how to accomplish the food selection/diet without spending too much money or prep time.",Anxious,341
1373,2,2026-05-31,"after yesterdays success, i and my team decided to have a special dinner. we went to a very good restaurant to celebrate. everything they had to offer felt very good and great. maybe it was due to the joy and happiness in the air. but the food was very much good.",Happy,263
1374,2,2026-05-31,I am proud that I cam taking care of myself and that I am healthy,Happy,65
1375,2,2026-05-31,I fell asleep very early last night. I fell asleep around 8:30 PM last night. I usually fall asleep around 10-11. I was surprised to fall asleep so early and so easily. I must have really needed it.,Surprised,198
1376,2,2026-05-31,My health is good. Didn't feel ant pain.,Satisfied,40
1377,2,2026-05-31,I went to bed an hour and a half earlier than I usually do and my body really enjoyed the extra rest,Calm,100
1378,2,2026-05-31,"it was good to get a full eight hours of sleep last night, i needed it after the hectic work week thus far.",Calm,107
1379,2,2026-05-31,I got to spend time outside walking with my wonderful girlfriend. I felt very loved and appreciated just by being with her.,Proud,123
1380,2,2026-05-31,The lights kinda disturbed us when they fell and our dog being scared.,Confused,70
1381,2,2026-05-31,"Had at least a good chat and ambiance with family last night, which was pretty nice.",Calm,84
1382,2,2026-05-31,"My friend Jeff helped me set up my new computer. That was great, because I needed the help. He spent a few hours, and was very thorough.",Happy,136
1383,2,2026-05-31,"After hearing the result from my relative, I need some time reflecting about myself. I prayed that she will be healed and I imagine how I feel when I am in her position. Maybe death won't be so bad because I can meet God then.",Calm,226
1384,2,2026-05-31,Because I am sick I had to miss one of my children's parent/teacher conferences yesterday. I feel ashamed like a bad parent because I couldn't go and feel the teachers may look down on me for it.,Ashamed,195
1385,2,2026-05-31,I talked with my son online in The Netherlands. It was good to see him again.,Excited,77
1386,2,2026-05-31,"I slept great yesterday, i got a new box spring set up and holy crap it makes such a difference, I slept like a baby and i woke up feeling very refreshed. It set a great tone for yesterday.",Calm,189
1387,2,2026-05-31,"I slept in until almost noon. I never sleep that late, it was very surprising to me.",Confused,84
1388,2,2026-05-31,I am sick but it is just a cold. I cant do the things that I want to do.,Frustrated,72
1389,2,2026-05-31,Today i exercised a lot for my abs,Proud,34
1390,2,2026-05-31,I like to cook my meals every day.  It makes me feel good about myself.,Happy,71
1391,2,2026-05-31,I am very thankful for my family. I am glad to be with them each day. It makes me think of all the things I cherish.,Calm,116
1392,2,2026-05-31,Me and my kids were watching one of our favorite shows yesterday on television and were cracking up together and having a good time,Calm,131
1393,2,2026-05-31,"My boyfriend made my favorite dish for dinner, from scratch! And it came out delicious.",Happy,87
1394,2,2026-05-31,At work it was a really slow day. I could not wait to get off and go home. There was too many things to do at my job. It was a really long tiring day.,Anxious,150
1395,2,2026-05-31,I love to exercise. I feel better whenever I go biking or for a walk. Even when I don't feel like it. I felt so much better.,Happy,124
1396,2,2026-05-31,My friends made me excited and bring joy to my life. They are the reason I continue to live on. They have helped me so much in my life.,Excited,135
1397,2,2026-05-31,I had a lot of fun with family.,Excited,31
1398,2,2026-05-31,Went out to dinner with friends. had a great time and it made me happty,Happy,71
1399,2,2026-05-31,I played some video games before work. I enjoyed myself. I gave me time to relax and have a good time.,Calm,102
1400,2,2026-05-31,after my walk and breakfast followed a good day at work which makes me happy to work and see my friends.,Excited,104
1401,2,2026-05-31,I was definitely excited about this and the possibilities that could come from it so I was pumped to show everyone what I could do.,Excited,131
1402,2,2026-05-31,I'm happy to have a really balanced relationship with my family,Excited,63
1403,2,2026-05-31,I went out with the boys and it was a great itme.,Excited,49
1404,2,2026-05-31,I really am angry with my 18 year old son right now.  I wish that he would stop abusing substances.  He moved out.  I'd like him back but only under certain conditions.,Angry,168
1405,2,2026-05-31,"Even though I'd had a long day, I took the time to make a nice dinner for myself last night.  It always takes longer to prepare a meal than I think it should, so by the time it's done, I appreciate it that much more.  I really enjoyed it yesterday.  And since I live alone, there were plenty of leftovers to have it two or three more times.  I'll really enjoy that because all I've have to do is put it on a plate and heat it up in the microwave.  It beats TV dinners any day@!",Happy,477
1406,2,2026-05-31,The feeling is very funny,Angry,25
1407,2,2026-05-31,I slept terribly the night before.  My back started hurting really badly and I don't know why.  So I just tossed and turned for hours and woke up feeling bad.  I was confused because I'd been feeling physically fine recently and don't know where the back pain came from.  I also worried that my sleep was going to be affected like this going forward.,Anxious,350
1408,2,2026-05-31,"Although one might think pizza is not good for you, I basically stuck to my plan of trying to only eat once a day for the most part. I ate the pizza and then later I ate a banana with peanut butter. I was happy because I didn't over eat. I ate the right amount of food which made me happy.",Proud,289
1409,2,2026-05-31,I made some food from a recipe I've been looking at. it turned out delicious.,Happy,77
1410,2,2026-05-31,I went to sleep in my super cozy and wonderful bed. I always love going to bed!,Bored,79
1411,2,2026-05-31,"After being with my boyfriend, I slept so good last night and I really needed the sleep as I hadn't had enough lately.",Calm,118
1412,2,2026-05-31,I did my usual exercise routine of riding my bike for 20 minutes.  It was a beautiful day and the air was clean.  I enjoyed it very much.,Calm,137
1413,2,2026-05-31,I have been having a little trouble sleeping and I had a busy day yesterday.  I managed to get 7.5 hours of good sleep yesterday.  I made my whole day because I wasn't tired at all for the whole day.,Calm,199
1414,2,2026-05-31,I had a good meetup with good friends yesterday. I just caught up with them mostly.,Excited,83
1415,2,2026-05-31,Another day passed with no health problems cropping up. At my age this is important because I am always on the lookout for something to go wrong.,Calm,145
1416,2,2026-05-31,I recently got a new waterbed mattress and I can't wait until bedtime to enjoy getting a good nights sleep on it.  My body doesn't hurt in the mornings anymore.,Calm,160
1417,2,2026-05-31,I didn't get a good night's sleep as I am still jetlagged. I am not sure when I will return to normal.,Anxious,102
1418,2,2026-05-31,I worked on a piece I am painting. I completed some parts that I wanted to do. I'm still figuring out how I want to complete other parts. I still need to complete more of it but I felt that I made progress.,Frustrated,206
1419,2,2026-05-31,"I had a good run around my neighborhood before work. I felt energized, stress free and ready for the day ahead.",Calm,111
1420,2,2026-05-31,"I finally got in a good night's sleep. Recently, I had not been sleeping well and switched to a new natural sleep aid. I felt rested and energized. Finally.",Proud,156
1421,2,2026-05-31,We went out to dinner and let someone else cook. The bill was lower than I expected and I got to talk with my family.,Calm,117
1422,2,2026-05-31,I did not sleep well yesterday,Frustrated,30
1423,2,2026-05-31,I found out I did well on a project at work today. I got good ratings. I was happy and proud.,Excited,93
1424,2,2026-05-31,My brother just found out he has lung cancer. I have been doing research on things like alternative therapy along with chemo and radiation and sending him the info. This is my older brother who I haven't seen in probably 5 years. I am planning a trip to go see him soon.,Afraid,270
